type,text
ham,"Jay wants to work out first, how's 4 sound?"
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,Its a part of checking IQ
ham,Hmm thinking lor...
ham,Of course ! Don't tease me ... You know I simp...
ham,thanks for the temales it was wonderful. Thank...
ham,Thank you princess! I want to see your nice ju...
ham,Haven't eaten all day. I'm sitting here starin...
ham,Gud ni8 dear..slp well..take care..swt dreams....
ham,U come n search tat vid..not finishd..
ham,"K I'm leaving soon, be there a little after 9"
spam,Urgent! Please call 09061213237 from a landlin...
ham,"Yeah work is fine, started last week, all the ..."
ham,You do your studies alone without anyones help...
ham,Please tell me not all of my car keys are in y...
ham,I didnt get anything da
ham,Ok... Sweet dreams...
ham,Well she's in for a big surprise!
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,1 in cbe. 2 in chennai.
ham,Can help u swoop by picking u up from wherever...
ham,If anyone calls for a treadmill say you'll buy...
ham,I absolutely LOVE South Park! I only recently ...
ham,Did you see that film:)
ham,Pls speak with me. I wont ask anything other t...
ham,"Storming msg: Wen u lift d phne, u say ""HELLO""..."
ham,Gud ni8.swt drms.take care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN ...
ham,Anything lar then ¨¹ not going home 4 dinner?
ham,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD..."
spam,"If you don't, your prize will go to another cu..."
ham,Did u fix the teeth?if not do it asap.ok take ...
ham,So u wan 2 come for our dinner tonight a not?
ham,Hello.How u doing?What u been up 2?When will u...
ham,Its too late:)but its k.wish you the same.
ham,"Hi. Hope ur day * good! Back from walk, table ..."
ham,Oh yeah clearly it's my fault
ham,Dunno leh cant remember mayb lor. So wat time ...
ham,"Best msg: It's hard to be with a person, when ..."
spam,URGENT! Your Mobile number has been awarded wi...
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welc..."
ham,"Vikky, come around &lt;TIME&gt; .."
ham,"And how you will do that, princess? :)"
ham,I have gone into get info bt dont know what to do
ham,"Yeah, probably here for a while"
ham,Sent me ur email id soon
spam,URGENT! You have won a 1 week FREE membership ...
ham,I'm still pretty weak today .. Bad day ?
ham,Hey ! Don't forget ... You are MINE ... For ME...
ham,An excellent thought by a misundrstud frnd: I ...
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go h...
ham,Dear where you. Call me
ham,Xy trying smth now. U eat already? We havent...
spam,Urgent! Please call 09061213237 from landline....
ham,I donno its in your genes or something
spam,XMAS iscoming & ur awarded either ?500 CD gift...
ham,Alex says he's not ok with you not being ok wi...
ham,Are u coming to the funeral home
ham,My darling sister. How are you doing. When's s...
ham,I.ll hand her my phone to chat wit u
ham,Well good morning mr . Hows london treatin' ya...
ham,I can't make it tonight
ham,At WHAT TIME should i come tomorrow
ham,About &lt;#&gt; bucks. The banks fees are fix...
ham,"I can. But it will tell quite long, cos i have..."
ham,Pls ask macho how much is budget for bb bold 2...
ham,"""Hi missed your Call and my mumHas beendroppin..."
ham,Ill be at yours in about 3 mins but look out f...
ham,What you did in leave.
ham,I'm coming back on Thursday. Yay. Is it gonna ...
ham,"Jolly good! By the way, will give u tickets f..."
ham,"yeah, that's what I was thinking"
ham,K.k:)i'm going to tirunelvali this week to see...
ham,Here got ur favorite oyster... N got my favori...
ham,My sister going to earn more than me da.
spam,Get the official ENGLAND poly ringtone or colo...
ham,Hahaha..use your brain dear
ham,Jus finish watching tv... U?
ham,"K, fyi I'm back in my parents' place in south ..."
ham,"Good morning, my Love ... I go to sleep now an..."
ham,Kothi print out marandratha.
ham,But we havent got da topic yet rite?
ham,Ok no problem... Yup i'm going to sch at 4 if ...
ham,"Thanks, I'll keep that in mind"
ham,Aah bless! How's your arm?
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure mee..."
ham,Gal n boy walking in d park. gal-can i hold ur...
ham,What makes you most happy?
ham,Wishing you a wonderful week.
ham,Sweet heart how are you?
ham,"Sir, waiting for your letter."
ham,Dude im no longer a pisces. Im an aquarius now.
ham,X course it 2yrs. Just so her messages on mess...
ham,I think steyn surely get one wicket:)
ham,Neither [in sterm voice] - i'm studying. All f...
ham,"Garbage bags, eggs, jam, bread, hannaford whea..."
ham,No. It's not pride. I'm almost &lt;#&gt; yea...
ham,Sounds better than my evening im just doing my...
ham,My birthday is on feb &lt;#&gt; da. .
ham,So when do you wanna gym?
ham,You'd like that wouldn't you? Jerk!
ham,Are u awake? Is there snow there?
ham,And of course you should make a stink!
spam,u r subscribed 2 TEXTCOMP 250 wkly comp. 1st w...
ham,No go. No openings for that room 'til after th...
ham,When you guys planning on coming over?
ham,Wat ¨¹ doing now?
ham,"My Parents, My Kidz, My Friends n My Colleague..."
ham,No sir. That's why i had an 8-hr trip on the b...
ham,Do I? I thought I put it back in the box
ham,I'm home...
ham,No one interested. May be some business plan.
ham,Yup it's at paragon... I havent decided whethe...
ham,Good morning princess! Have a great day!
ham,Guai... ? shd haf seen him when he's naughty.....
ham,Aiyo cos i sms ¨¹ then ¨¹ neva reply so i wait...
ham,Living is very simple.. Loving is also simple....
ham,Tell me something. Thats okay.
ham,Ok
ham,Hmm. Shall i bring a bottle of wine to keep us...
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9 &lt;...
ham,"Hey, iouri gave me your number, I'm wylie, rya..."
ham,Yep get with the program. You're slacking.
ham,I'm in inside office..still filling forms.don ...
ham,"I think your mentor is , but not 100 percent s..."
spam,Call 09095350301 and send our girls into eroti...
spam,Camera - You are awarded a SiPix Digital Camer...
spam,A ?400 XMAS REWARD IS WAITING FOR YOU! Our com...
ham,Just trying to figure out when I'm suppose to ...
spam,IMPORTANT MESSAGE. This is a final contact att...
ham,Hi mom we might be back later than &lt;#&gt;
spam,dating:i have had two of these. Only started a...
ham,"Lol, oh you got a friend for the dog ?"
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"K I'll head out in a few mins, see you there"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo...
ham,I cant pick the phone right now. Pls send a me...
ham,I don't want you to leave. But i'm barely doin...
spam,The current leading bid is 151. To pause this ...
spam,Free entry to the gr8prizes wkly comp 4 a chan...
ham,Somebody set up a website where you can play h...
ham,Its sunny in california. The weather's just cool
spam,You have 1 new message. Call 0207-083-6089
ham,"I can make it up there, squeezed &lt;#&gt; b..."
ham,Good day to You too.Pray for me.Remove the tee...
ham,How are you babes. Hope your doing ok. I had a...
ham,How do friends help us in problems? They give ...
ham,I'm at work. Please call
ham,I will be gentle baby! Soon you will be taking...
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Ok.ok ok..then..whats ur todays plan
ham,Nt joking seriously i told
ham,Watching ajith film ah?
ham,Ooooooh I forgot to tell u I can get on yovill...
ham,"All done, all handed in. Don't know if mega sh..."
ham,I dont know exactly could you ask chechi.
ham,Dunno lei shd b driving lor cos i go sch 1 hr ...
ham,As in i want custom officer discount oh.
ham,That's necessarily respectful
ham,Hi. Hope you had a good day. Have a better night.
ham,And he's apparently bffs with carly quick now
ham,HARD BUT TRUE: How much you show &amp; expres...
ham,Babes I think I got ur brolly I left it in Eng...
ham,Hi babe its me thanks for coming even though i...
ham,So gd got free ice cream... I oso wan...
ham,Pls give her prometazine syrup. 5mls then &lt...
ham,So how many days since then?
ham,Dear are you angry i was busy dear
ham,Yup he msg me: is tat yijue? Then i tot it's m...
ham,... Are you in the pub?
ham,There is a first time for everything :)
ham,"Daddy, shu shu is looking 4 u... U wan me 2 te..."
ham,I ask if u meeting da ge tmr nite...
ham,Gr8. So how do you handle the victoria island ...
ham,Nite nite pocay wocay luv u more than n e thin...
ham,East coast
ham,You should get more chicken broth if you want ...
ham,My slave! I want you to take 2 or 3 pictures o...
ham,Nope. I just forgot. Will show next week
ham,So how are you really. What are you up to. How...
ham,I'm at bruce &amp; fowler now but I'm in my mo...
ham,I dont know oh. Hopefully this month.
ham,"Hi elaine, is today's meeting confirmed?"
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,"Sorry, I'll call later"
ham,U horrible gal... U knew dat i was going out w...
ham,Otherwise had part time job na-tuition..
ham,Oh yeah! And my diet just flew out the window
spam,Santa Calling! Would your little ones like a c...
ham,You didnt complete your gist oh.
ham,"Er yeah, i will b there at 15:26, sorry! Just ..."
ham,If you can make it any time tonight or wheneve...
ham,If I was I wasn't paying attention
ham,Thanx a lot 4 ur help!
ham,You're gonna have to be way more specific than...
ham,Jesus armand really is trying to tell everybod...
ham,I'm wif him now buying tix lar...
ham,Mode men or have you left.
ham,Am slow in using biola's fne
ham,"""What are youdoing later? Sar xxx"""
ham,Hey i've booked the 2 lessons on sun liao...
ham,Thank you. do you generally date the brothas?
ham,"By the way, make sure u get train to worc fore..."
ham,"I thought i'd get him a watch, just cos thats ..."
spam,You have won a guaranteed 32000 award or maybe...
ham,Good morning. At the repair shop--the ONLY rea...
ham,"And that's fine, I got enough bud to last most..."
ham,I am back. Good journey! Let me know if you ne...
ham,So that takes away some money worries
ham,"aight we can pick some up, you open before ton..."
spam,"Latest News! Police station toilet stolen, cop..."
ham,Sac needs to carry on:)
ham,Just sing HU. I think its also important to fi...
ham,What???? Hello wats talks email address?
ham,Except theres a chick with huge boobs.
ham,Im just wondering what your doing right now?
ham,Wishing you a beautiful day. Each moment revea...
spam,"""For the most sparkling shopping breaks from 4..."
ham,Arun can u transfr me d amt
ham,"Sorry, I'll call later"
ham,If you hear a loud scream in about &lt;#&gt; m...
spam,December only! Had your mobile 11mths+? You ar...
ham,Ok i thk i got it. Then u wan me 2 come now or...
spam,Txt: CALL to No: 86888 & claim your reward of ...
ham,U GOIN OUT 2NITE?
ham,I will treasure every moment we spend together...
ham,Shall I bring us a bottle of wine to keep us a...
spam,http//tms. widelive.com/index. wml?id=820554ad...
spam,Get your garden ready for summer with a FREE s...
spam,URGENT! Last weekend's draw shows that you hav...
ham,Ok lor.
ham,I thought slide is enough.
ham,Yup
ham,Well obviously not because all the people in m...
ham,Ok lor ¨¹ reaching then message me.
ham,Where's mummy's boy ? Is he being good or bad ...
ham,Dhoni have luck to win some big title.so we wi...
ham,Yes princess! I want to please you every night...
ham,What Today-sunday..sunday is holiday..so no wo...
ham,No probably &lt;#&gt; %.
ham,Really do hope the work doesnt get stressful. ...
ham,Have you seen who's back at Holby?!
ham,Shall call now dear having food
spam,URGENT We are trying to contact you Last weeke...
ham,So li hai... Me bored now da lecturer repeatin...
ham,", , and picking them up from various points ..."
ham,Also fuck you and your family for going to rho...
ham,Ofcourse I also upload some songs
spam,2p per min to call Germany 08448350055 from yo...
ham,K. I will sent it again
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,K. I will sent it again
ham,U studying in sch or going home? Anyway i'll b...
spam,Marvel Mobile Play the official Ultimate Spide...
ham,I think if he rule tamilnadu..then its very to...
ham,"Cool, we shall go and see, have to go to tip a..."
ham,"Good afternoon, my love ... How goes your day ..."
ham,Yes... I trust u to buy new stuff ASAP so I ca...
spam,"SMS SERVICES. for your inclusive text credits,..."
ham,Why did I wake up on my own &gt;:(
ham,Now get step 2 outta the way. Congrats again.
ham,Love has one law; Make happy the person you lo...
spam,PRIVATE! Your 2003 Account Statement for 07808...
ham,Apo all other are mokka players only
ham,Perhaps * is much easy give your account ident...
ham,Wait . I will msg after &lt;#&gt; min.
ham,What i told before i tell. Stupid hear after i...
ham,God's love has no limit. God's grace has no me...
ham,I want to be inside you every night...
ham,"Machan you go to gym tomorrow, i wil come lat..."
ham,Lol they were mad at first but then they woke ...
ham,I went to project centre
ham,"It¡®s reassuring, in this crazy world."
ham,"Just making dinner, you ?"
ham,Yes. Please leave at &lt;#&gt; . So that at ...
ham,Oh... Okie lor...We go on sat...
ham,You are a great role model. You are giving so ...
ham,"Ya, i'm referin to mei's ex wat... No ah, wait..."
ham,Miles and smiles r made frm same letters but d...
ham,"By the way, i've put a skip right outside the ..."
ham,Can you pls send me that company name. In saib...
ham,No. I dont want to hear anything
ham,You are a big chic. Common. Declare
ham,Thats cool. I want to please you...
ham,Going to join tomorrow.
spam,You are awarded a SiPix Digital Camera! call 0...
ham,I want to tell you how bad I feel that basical...
spam,PRIVATE! Your 2003 Account Statement for shows...
ham,"Total disappointment, when I texted you was th..."
ham,Its just the effect of irritation. Just ignore it
ham,What about this one then.
ham,I think that tantrum's finished so yeah I'll b...
ham,Compliments to you. Was away from the system. ...
ham,happened here while you were adventuring
ham,"Hey chief, can you give me a bell when you get..."
ham,Ok which your another number
ham,"I know you are thinkin malaria. But relax, chi..."
ham,Aiyah ok wat as long as got improve can alread...
spam,Want explicit SEX in 30 secs? Ring 02073162414...
ham,I can't believe how attached I am to seeing yo...
